Timestamp_Unix,Timestamp_Ms,Signal_Raw,Intent_Label,Label_Class
1771771164.673573971,756.101,-1341.0812,REST,0
1771771164.681261063,763.787,-1354.3413,REST,0
1771771164.685146093,767.672,-1357.8446,REST,0
1771771164.694085121,776.611,-1354.8425,REST,0
1771771164.697968960,780.495,-1355.0146,REST,0
1771771164.705589056,788.115,-1405.4519,REST,0
1771771164.710763931,793.290,-1389.5942,REST,0
1771771164.718405008,800.931,-1352.8090,REST,0
1771771164.721943140,804.469,-1378.5476,CLICK,1
1771771164.730903149,813.430,-1384.7690,CLICK,1
1771771164.734772921,817.299,-1344.2895,CLICK,1
1771771164.742464066,824.990,-1365.3114,CLICK,1
1771771164.747388840,829.915,-1382.0031,CLICK,1
1771771164.754996061,837.522,-1343.6520,CLICK,1
1771771164.758826971,841.353,-1344.7749,CLICK,1
1771771164.767513037,850.039,-1384.4177,CLICK,1
1771771164.771342039,853.869,-1352.0239,CLICK,1
1771771164.780050993,862.577,-1354.3114,CLICK,1
1771771164.783866882,866.393,-1375.2053,CLICK,1
1771771164.791460037,873.986,-1352.4763,CLICK,1
1771771164.796333075,878.859,-1340.7185,CLICK,1
1771771164.803949118,886.475,-1352.3793,CLICK,1
1771771164.807790041,890.316,-1372.5463,CLICK,1
1771771164.816649914,899.176,-1370.3094,CLICK,1
1771771164.820477962,903.004,-1382.3159,CLICK,1
1771771164.829365969,911.892,-1362.2624,CLICK,1
1771771164.833190918,915.717,-1349.8156,CLICK,1
1771771164.840801001,923.327,-1341.5834,CLICK,1
1771771164.844618082,927.144,-1344.1334,CLICK,1
1771771164.853477955,936.004,-1315.0439,CLICK,1
